id,height,weight,bmi-gt,class-gt,CJWR,WHR,PAR,ES,FWR,MEH,CFR,CFR-HZJ,CFR-NSJ,CFR-FHH,CFR-FHN
294907.jpg,1.85,117.93,34.46,d,1.1850116013026688,1.4697250569814977,0.02064912044880434,37.99609398838948,1.2994265719521472,27.86714087880865,0.41387044030617415,0.002338213758391355,0.002201158278513842,0.43964015089762604,0.38961123320857133
294917.jpg,1.88,142.88,40.43,d,1.1757243443823302,1.521048147955335,0.019516963589568788,44.997766960152546,1.3879781420765027,30.85882740406308,0.4616514464525193,0.0025226854997405426,0.002274034693169833,0.51213000988857,0.4161483488500795
294960.jpg,1.73,77.11,25.76,c,1.2916195968729132,1.4793766751885513,0.018403664691207102,46.010210739962446,1.3676558436712731,35.017627824828075,0.4300203743083312,0.002107943011315349,0.002018318989064795,0.44911554994905545,0.4117370737692182
294966.jpg,1.68,56.25,19.93,b,1.2049400085899995,1.6263051356388394,0.02615186767173684,35.50332229609623,1.3758212396528882,22.74173009141474,0.3774118392182587,0.0026764104812649217,0.0025495562627554686,0.39619012021548,0.3595235951483056
295004.jpg,1.85,74.84,21.87,b,1.2310727568954105,1.6853031860569883,0.02134150924860246,41.50291052202354,1.2109596845742776,29.59470557248041,0.3229313989385161,0.0017449379418859566,0.0018438477909756223,0.3056083335034768,0.341236402898027
295006.jpg,1.83,84.82,25.33,c,1.1922538080851792,1.5803321779915973,0.02321440509445651,38.52899607755448,1.3106993920266994,30.61390463003975,0.4494836829417479,0.0027913395708378673,0.0026753085426123807,0.4689782769564563,0.4307994445756309
295012.jpg,1.78,68.04,21.47,b,1.1534513044693318,1.7117024654623714,0.020090208022454318,40.501811570421836,1.2526619055878496,21.66303420100819,0.4409413184492382,0.0023705152138444483,0.0023963848183807365,0.43618124091724186,0.4457533430527385
295016.jpg,1.83,90.72,27.09,c,1.134635221022577,1.6979865771812082,0.015785094700795768,48.49984918524986,1.1859564436944718,35.83557315189736,0.4314841197396371,0.0017826117872270938,0.0018129584863009961,0.4242616053600483,0.4388295882430597
295026.jpg,1.75,58.97,19.26,b,1.2226011817575824,1.6625843235875564,0.02792486523470147,31.9950985102863,1.371256479603686,22.98552828920289,0.4389877872076175,0.003325569625255388,0.0032503349409071397,0.449148926968212,0.4290565238978726
295057.jpg,1.83,113.4,33.86,d,1.1474645409793098,1.209615078365812,0.02536057590137517,28.002550954006466,1.2093904836079146,27.602698162916354,0.49581926886844485,0.003347380555110376,0.0028011941014344658,0.5924958140563558,0.4149172729140264
295064.jpg,1.8,77.11,23.8,b,1.2150897714282036,1.4955271331547166,0.02277968712898755,37.007691852580024,1.2294467833544422,22.886372037440907,0.38460868808217985,0.0022623649066194607,0.0021726183954106086,0.40049610209326564,0.3693515172186313
295067.jpg,1.78,77.11,24.34,b,1.2360244746962012,1.6785434088011766,0.024197894294317363,36.98465765512661,1.4456080788457204,26.49743719351144,0.43084052843105203,0.0029078340062455607,0.0027749424060907204,0.4514734205260701,0.41115058495017076
295076.jpg,1.85,92.99,27.17,c,1.1783478531607456,1.590529368863206,0.021176931499855833,40.001811570421836,1.400090922760223,33.08453365612401,0.43463535449988067,0.0025562805501019915,0.002361834761276892,0.47041813479536393,0.40157442370586666
295087.jpg,1.83,113.4,33.86,d,1.162162162162162,1.8137254901960784,0.022880867656581115,36.027275250794474,1.3694267515923566,21.4865922540549,0.43355956577401306,0.0027615258966497648,0.0028334805777407218,0.4225495590232071,0.4448564507052933
295092.jpg,1.88,86.18,24.38,b,1.198679514793475,1.5668036399655783,0.019804586634742057,40.50297610553204,1.3333566614236803,27.964162602088976,0.44641303077142896,0.002361940647063119,0.0022098571858094164,0.47713539568462005,0.417668854260096
295107.jpg,1.63,65.77,24.75,b,1.1827009405112585,1.6504018382620647,0.03047181637195156,30.502380898393554,1.461062647275516,19.66241425153184,0.44187976395377426,0.003841851775579842,0.0036208707166438545,0.4688476028528657,0.416463099317838
295111.jpg,1.55,79.38,33.04,d,1.2278157473236613,1.692784172270811,0.023809035652283907,35.013737504870704,1.3816644092515329,28.148180603157908,0.40723921969309945,0.0026782781715815923,0.002714686836514486,0.40177743452587317,0.41277525267677695
295118.jpg,1.65,62.14,22.82,b,1.2292473164574544,1.652494405681093,0.019743545280311192,43.50155278005512,1.248730964467005,43.78099791791627,0.3379010868999948,0.001715233943654796,0.001714681750317523,0.3380099040194451,0.337792304812552
295139.jpg,1.8,81.65,25.2,c,1.1523531454737688,1.8165299836829714,0.020076326948594996,37.512675785067515,1.1814903098392675,23.352296159192164,0.3801820296995826,0.0019685607088898932,0.002066176169195033,0.3622205197459927,0.3990342010658367
295143.jpg,1.65,74.84,27.49,c,1.1917197897124872,1.6989270078371284,0.022109288872934615,39.007245996344466,1.3962908911785195,30.189359667470914,0.4197452950790491,0.0025592322322572567,0.002453979559756054,0.4377484255049878,0.4024825732673949
